step,tau,cost,forward_calls,opt_calls,train_absdist,test_absdist,n_params,grad_norm,ansatz
0,0.1,2.802346790399434,230,170,4.3699939982656275,21.326721721067376,8,29.72611081722041,X1
1,0.2,0.4410943913138695,460,340,1.6154836622523958,8.459584312309154,8,31.74410150889193,X1
2,0.3,0.27875099302580475,690,510,1.3190827230149234,6.859654436104349,8,12.857222149822444,X1
3,0.4,0.11750891256891388,920,680,0.8763509309579018,4.497286059282778,8,3.7674449455865022,X1
4,0.5,0.05346492545213559,1150,850,0.6550956992217274,3.00720307911456,8,1.3590145808466385,X1
5,0.6,0.038614426407778686,1380,1020,0.5439552738806941,2.4086904754954217,8,0.37947133645201786,X1
6,0.7,0.03247014525094157,1610,1190,0.48228098982813195,2.1352717960631677,8,0.09700591899176148,X1
7,0.8,0.028491899290710353,1840,1360,0.446264165543246,1.978712017872554,8,0.09657819472660292,X1
8,0.9,0.025712411303848066,2070,1530,0.41725291246486657,1.86922735854826,8,0.09988816313847024,X1
9,1.0,0.02380649742561434,2300,1700,0.39315413986837655,1.7855487207332756,8,0.09110227426901538,X1
10,1.1,0.02253071730122259,2530,1870,0.3730632155687127,1.7334667086963798,8,0.08032930087225622,X1
11,1.2,0.021688795685397017,2760,2040,0.35625010382152533,1.704936839001185,8,0.0711206809170354,X1
12,1.3,0.02112799217498955,2990,2210,0.3417710212328456,1.688616053470847,8,0.06477349927848818,X1
13,1.4,0.02071623732640039,3220,2380,0.3329030103838729,1.6631708220072794,8,0.063006330318505,X1
14,1.5,1.3872632645717995,3450,2550,3.4359380719658996,17.56200491673562,8,0.07219176267553118,X1
15,1.6,0.34015921819889194,3680,2720,1.546590102586108,7.747078501123761,8,33.442654731421364,X1
16,1.7,1.4951952903731287,3910,2890,3.4888932337726386,17.780493575977914,8,16.040972288956205,X1
17,1.8,0.43179057350831357,4140,3060,1.7224598540240812,8.973892693666897,8,30.315518799067988,X1
18,1.9,1.0299535919818719,4370,3230,3.0136526041484655,15.517978519797012,8,13.382680894348356,X1
19,2.0,0.6506936085279814,4600,3400,2.4245148482578682,12.550497645731184,8,9.148637893930498,X1
20,2.1,3.1155393661930137,5480,4220,5.171242243535168,25.813604839462386,16,7.890070137818563,X1;X1Z2
21,2.2,0.4384974658800589,5870,4550,1.8771009149648088,8.730733243383792,16,11.444693345000038,X1;X1Z2
